1,547
2,792
3,1143
4,1100
5,1179
6,1889
7,3128
8,3277
9,3025
10,3257
11,2318
12,3088
13,4957
14,5169
15,3501
16,4377
17,2897
18,4599
19,5021
20,4309
21,4812
22,6779
23,3985
24,4541
25,9329
26,7149
27,7211
28,6959
29,6085
30,6791
31,5721
32,7706
33,5596
34,5874
35,10955
36,6128
37,13790
38,9546
39,7071
40,8522
41,8033
42,9948
43,10067
44,12887
45,12161
46,8853
47,12356
48,11312
49,12291
50,10968
51,15312
52,11294
53,13891
54,10363
55,12354
56,12685
57,9606
58,11740
59,12533
60,13073
61,19204
62,12645
63,15551
64,11976
65,20322
66,12794
67,14220
68,15598
69,12554
70,16562
71,17299
72,16269
73,15836
74,13123
75,8359
76,17974
77,16664
78,16012
79,15894
80,15459
81,14029
82,19743
83,20142
84,21293
85,21078
86,20778
87,25436
88,23916
89,20488
90,23331
91,20694
92,18421
93,21082
94,22129
95,18321
96,20789
97,19983
98,18947
99,21253
