1,491
2,654
3,911
4,1138
5,965
6,933
7,1901
8,2042
9,2608
10,4085
11,3658
12,2801
13,5354
14,3174
15,4442
16,4625
17,4238
18,5191
19,3496
20,3728
21,6183
22,5221
23,5234
24,7832
25,5947
26,6830
27,4816
28,4779
29,5304
30,7278
31,5961
32,7130
33,6850
34,6477
35,10089
36,8077
37,13702
38,13991
39,13796
40,11467
41,12774
42,11896
43,11362
44,19434
45,16071
46,13313
47,11478
48,12273
49,14272
50,16681
51,9682
52,11028
53,12757
54,14497
55,16154
56,11304
57,13439
58,12963
59,15262
60,17328
61,13482
62,12926
63,12358
64,12804
65,16331
66,14847
67,18147
68,12717
69,12383
70,25608
71,21174
72,21354
73,25816
74,8619
75,12959
76,19360
77,16979
78,18242
79,16329
80,18113
81,16935
82,18707
83,23669
84,21905
85,20473
86,29598
87,25121
88,23890
89,27432
90,23295
91,23121
92,23986
93,23039
94,22836
95,27442
96,30029
97,19406
98,20948
99,21188
