1,3.008218
2,3.007825
3,3.007782
4,3.008508
5,3.007570
6,3.011170
7,3.009736
8,3.007768
9,3.010430
10,3.008718
11,3.009153
12,3.009520
13,3.011354
14,3.009613
15,3.010261
16,3.011244
17,3.012992
18,3.009701
19,3.011695
20,3.010164
1,0.000210
2,0.000321
3,0.000470
4,0.000597
5,0.000712
6,0.000450
7,0.000469
8,0.000719
9,0.000948
10,0.001040
11,0.000715
12,0.001581
13,0.000973
14,0.000604
15,0.001473
16,0.001110
17,0.001044
18,0.001049
19,0.001007
20,0.000522
21,0.001146
22,0.001284
23,0.001565
24,0.001336
25,0.001849
26,0.001740
27,0.001158
28,3.012367
29,0.001689
30,0.005534
31,0.001498
32,0.002678
33,0.001742
34,0.002128
35,0.001790
36,0.001493
37,0.001464
38,0.001673
39,0.001405
40,0.001408
41,0.001500
42,0.002008
1,3.007838
2,3.010952
3,3.007711
4,3.008413
5,3.008508
6,3.008531
7,3.012218
8,3.008165
9,3.009484
10,3.009764
11,3.011815
12,3.011161
13,2.010311
14,2.008124
15,2.008016
1,2.007267
2,2.006889
3,2.007333
4,2.008175
5,2.008171
6,2.007409
7,2.008369
8,2.007465
9,2.011355
10,2.008849
11,2.007177
12,2.007887
13,2.008124
14,2.010292
15,2.010270
16,2.008826
17,2.008334
18,2.010872
19,2.011333
20,2.009838
21,2.008166
22,2.009875
1,2.012123
2,2.009500
3,2.008512
4,2.008269
5,2.008549
6,2.009245
7,2.009472
8,2.010181
9,2.009061
10,2.024025
11,2.012182
12,2.010056
13,2.008255
14,2.012290
15,2.010216
16,2.011555
17,2.012286
18,2.012571
19,2.009386
20,2.014723
21,2.017630
22,2.012086
23,2.012444
24,2.013963
25,2.011213
26,2.014943
27,2.011535
28,2.011397
29,2.011167
30,2.011536
16,0.002102
16,3.790426
2,2.006815
16,7.530924
16,2.052832
16,4.199703
16,0.091286
16,0.063811
16,0.076792
16,40.831229
16,3.231419
16,0.102733
16,0.086733
16,0.065250
16,0.055500
24,0.040887
4,0.094960
100,0.085309
20,0.044208
20,0.041977
20,0.048963
2,0.124507
24,0.034855
24,2.009921
24,2.005063
24,2.015821
24,2.005711
24,2.019456
24,2.006763
16,2.005743
16,2.008525
16,2.005975
16,2.006250
16,2.004084
16,2.004500
