0,0
0,0
0,0
23,11
24,12
26,13
35,16
32,13
39,22
55,30
40,18
47,25
54,35
61,25
62,37
72,47
99,47
74,44
71,45
87,42
79,46
80,52
104,54
75,46
62,45
165,70
112,67
77,54
161,68
128,68
72,53
114,57
135,77
70,51
167,80
122,81
73,53
199,96
166,91
168,110
193,85
194,121
192,115
157,80
215,116
74,57
262,112
216,133
74,55
323,140
340,223
93,61
304,132
270,173
73,55
333,141
203,124
80,59
367,163
382,224
352,204
336,148
300,189
101,72
369,176
482,306
161,98
366,170
507,319
228,143
373,162
376,242
156,99
426,198
374,206
153,90
386,183
476,291
226,119
444,199
472,306
653,363
437,189
304,189
73,58
498,212
611,401
98,72
459,205
509,309
300,127
496,228
601,405
243,120
463,224
623,385
693,370
532,258
717,449
218,121
503,223
343,224
552,268
467,228
608,357
677,334
499,241
567,329
420,254
564,257
959,560
424,203
652,286
661,418
353,209
629,280
1411,899
429,167
618,282
1401,882
753,362
682,329
1119,688
506,219
696,309
1536,967
1224,662
648,313
1306,801
1113,494
716,331
2026,1271
335,149
694,352
1424,892
392,167
876,380
2369,1245
1795,949
709,328
1851,1172
97,71
678,339
1784,1094
90,67
827,369
1701,1043
1398,616
734,337
1962,1200
