timestamp,Inf,1,10,100,1000,10000,100000,110000,120000,2,20,200,2000,20000,3,30,300,3000,30000,4,40,400,4000,40000,5,50,500,5000,50000,60000,70000,80000,90000
1564650000,88967916.0,56905292.0,72624894.0,88366166.0,88967203.0,88967824.0,88967916.0,88967916.0,88967916.0,62624703.0,82382694.0,88886355.0,88967486.0,88967898.0,67364370.0,85485163.0,88939445.0,88967545.0,88967909.0,68656945.0,86733464.0,88955095.0,88967605.0,88967916.0,69234222.0,87376013.0,88962228.0,88967673.0,88967916.0,88967916.0,88967916.0,88967916.0,88967916.0
1564650300,88989154.0,56919502.0,72642881.0,88387255.0,88988441.0,88989062.0,88989154.0,88989154.0,88989154.0,62639578.0,82402317.0,88907569.0,88988724.0,88989136.0,67380990.0,85505452.0,88960678.0,88988783.0,88989147.0,68674144.0,86754083.0,88976331.0,88988843.0,88989154.0,69251570.0,87396803.0,88983465.0,88988911.0,88989154.0,88989154.0,88989154.0,88989154.0,88989154.0
1564650600,89004769.0,56930005.0,72655984.0,88402809.0,89004056.0,89004677.0,89004769.0,89004769.0,89004769.0,62650737.0,82416791.0,88923174.0,89004339.0,89004751.0,67393096.0,85520424.0,88976292.0,89004398.0,89004762.0,68686606.0,86769304.0,88991946.0,89004458.0,89004769.0,69264172.0,87412166.0,88999080.0,89004526.0,89004769.0,89004769.0,89004769.0,89004769.0,89004769.0
1564650900,89020289.0,56940760.0,72669292.0,88418257.0,89019576.0,89020197.0,89020289.0,89020289.0,89020289.0,62662000.0,82431298.0,88938681.0,89019859.0,89020271.0,67405507.0,85535376.0,88991805.0,89019918.0,89020282.0,68699385.0,86784475.0,89007459.0,89019978.0,89020289.0,69277029.0,87427447.0,89014598.0,89020046.0,89020289.0,89020289.0,89020289.0,89020289.0,89020289.0
1564651200,89026526.0,56942467.0,72673669.0,88424408.0,89025813.0,89026434.0,89026526.0,89026526.0,89026526.0,62664298.0,82436566.0,88944910.0,89026096.0,89026508.0,67409098.0,85541023.0,88998038.0,89026155.0,89026519.0,68703350.0,86790298.0,89013695.0,89026215.0,89026526.0,69281089.0,87433403.0,89020835.0,89026283.0,89026526.0,89026526.0,89026526.0,89026526.0,89026526.0
1564651500,89031750.0,56943064.0,72676865.0,88429479.0,89031037.0,89031658.0,89031750.0,89031750.0,89031750.0,62665462.0,82440670.0,88950123.0,89031320.0,89031732.0,67411500.0,85545545.0,89003262.0,89031379.0,89031743.0,68706168.0,86795030.0,89018919.0,89031439.0,89031750.0,69284009.0,87438262.0,89026059.0,89031507.0,89031750.0,89031750.0,89031750.0,89031750.0,89031750.0
1564651800,89038641.0,56944312.0,72681161.0,88436155.0,89037928.0,89038549.0,89038641.0,89038641.0,89038641.0,62667517.0,82446200.0,88956981.0,89038211.0,89038623.0,67414830.0,85551598.0,89010146.0,89038270.0,89038634.0,68709941.0,86801324.0,89025808.0,89038330.0,89038641.0,69287891.0,87444697.0,89032950.0,89038398.0,89038641.0,89038641.0,89038641.0,89038641.0,89038641.0
1564652100,89045089.0,56944881.0,72685313.0,88442475.0,89044376.0,89044997.0,89045089.0,89045089.0,89045089.0,62668767.0,82451410.0,88963414.0,89044659.0,89045071.0,67417939.0,85557307.0,89016592.0,89044718.0,89045082.0,68713564.0,86807260.0,89032255.0,89044778.0,89045089.0,69291632.0,87450789.0,89039397.0,89044846.0,89045089.0,89045089.0,89045089.0,89045089.0,89045089.0
1564652400,89050452.0,56945255.0,72688849.0,88447721.0,89049739.0,89050360.0,89050452.0,89050452.0,89050452.0,62669482.0,82455745.0,88968763.0,89050022.0,89050434.0,67420431.0,85562006.0,89021955.0,89050081.0,89050445.0,68716615.0,86812150.0,89037618.0,89050141.0,89050452.0,69294810.0,87455813.0,89044760.0,89050209.0,89050452.0,89050452.0,89050452.0,89050452.0,89050452.0
1564652700,89056684.0,56946134.0,72693053.0,88453860.0,89055970.0,89056592.0,89056684.0,89056684.0,89056684.0,62670925.0,82460921.0,88974971.0,89056253.0,89056666.0,67423582.0,85567591.0,89028171.0,89056312.0,89056677.0,68720296.0,86817955.0,89043838.0,89056372.0,89056684.0,69298625.0,87461733.0,89050989.0,89056440.0,89056684.0,89056684.0,89056684.0,89056684.0,89056684.0
1564653000,89062948.0,56947187.0,72697320.0,88460045.0,89062234.0,89062856.0,89062948.0,89062948.0,89062948.0,62672683.0,82466122.0,88981220.0,89062517.0,89062930.0,67426880.0,85573272.0,89034428.0,89062576.0,89062941.0,68724064.0,86823855.0,89050099.0,89062636.0,89062948.0,69302515.0,87467753.0,89057252.0,89062704.0,89062948.0,89062948.0,89062948.0,89062948.0,89062948.0
1564653300,89069287.0,56948045.0,72701522.0,88466216.0,89068573.0,89069195.0,89069287.0,89069287.0,89069287.0,62674445.0,82471190.0,88987530.0,89068856.0,89069269.0,67430045.0,85578781.0,89040758.0,89068915.0,89069280.0,68727792.0,86829605.0,89056436.0,89068975.0,89069287.0,69306358.0,87473662.0,89063591.0,89069043.0,89069287.0,89069287.0,89069287.0,89069287.0,89069287.0
1564653600,89074720.0,56948684.0,72705032.0,88471537.0,89074006.0,89074628.0,89074720.0,89074720.0,89074720.0,62675604.0,82475526.0,88992950.0,89074289.0,89074702.0,67432634.0,85583552.0,89046190.0,89074348.0,89074713.0,68730893.0,86834590.0,89061869.0,89074408.0,89074720.0,69309570.0,87478774.0,89069024.0,89074476.0,89074720.0,89074720.0,89074720.0,89074720.0,89074720.0
1564653900,89086889.0,56954063.0,72714328.0,88483450.0,89086175.0,89086797.0,89086889.0,89086889.0,89086889.0,62681944.0,82486077.0,89005094.0,89086458.0,89086871.0,67440713.0,85594659.0,89058348.0,89086517.0,89086882.0,68739541.0,86845997.0,89074035.0,89086577.0,89086889.0,69318369.0,87490364.0,89081190.0,89086645.0,89086889.0,89086889.0,89086889.0,89086889.0,89086889.0
1564654200,89098217.0,56954856.0,72721632.0,88494391.0,89097503.0,89098125.0,89098217.0,89098217.0,89098217.0,62683266.0,82495058.0,89016388.0,89097786.0,89098199.0,67446066.0,85604500.0,89069670.0,89097845.0,89098210.0,68745984.0,86856258.0,89085362.0,89097905.0,89098217.0,69325031.0,87500881.0,89092517.0,89097973.0,89098217.0,89098217.0,89098217.0,89098217.0,89098217.0
1564654500,89109197.0,56955896.0,72728558.0,88505001.0,89108483.0,89109105.0,89109197.0,89109197.0,89109197.0,62684978.0,82503675.0,89027327.0,89108766.0,89109179.0,67451179.0,85613941.0,89080648.0,89108825.0,89109190.0,68752108.0,86866170.0,89096342.0,89108885.0,89109197.0,69331359.0,87511071.0,89103497.0,89108953.0,89109197.0,89109197.0,89109197.0,89109197.0,89109197.0
1564654800,89121059.0,56957629.0,72736210.0,88516496.0,89120345.0,89120967.0,89121059.0,89121059.0,89121059.0,62687537.0,82513115.0,89039163.0,89120628.0,89121041.0,67456954.0,85624290.0,89092504.0,89120687.0,89121052.0,68758868.0,86876932.0,89108200.0,89120747.0,89121059.0,69338343.0,87522089.0,89115355.0,89120815.0,89121059.0,89121059.0,89121059.0,89121059.0,89121059.0
